subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
English Language,Basic 5,Poetry and Rhyme,What is repetition in poetry?,multiple_choice,c,Repetition is using the same words or phrases multiple times for effect.,medium,10,120,Using big words,Writing long lines,Using the same words again,Making up new words
English Language,Basic 5,Poetry and Rhyme,What makes a poem different from a story?,multiple_choice,d,Poems typically use rhythm rhyme and are arranged in verses unlike prose stories.,hard,15,120,Poems are longer,Poems have more characters,Poems are always sad,Poems have rhythm and rhyme
English Language,Basic 5,Poetry and Rhyme,What is alliteration?,multiple_choice,a,Alliteration is when words start with the same sound like 'big brown bear'.,hard,15,120,Words starting with the same sound,Words that rhyme,Long words,Sad words
English Language,Basic 5,Poetry and Rhyme,Why do poets use rhyme?,multiple_choice,b,Rhyme makes poems more musical memorable and enjoyable to read.,medium,10,120,To make poems longer,To make poems sound musical,To make poems difficult,To confuse readers
English Language,Basic 5,Poetry and Rhyme,What is the mood of a poem?,multiple_choice,c,Mood is the feeling or emotion that the poem creates in the reader.,hard,15,90,The length of the poem,The number of stanzas,The feeling the poem creates,The poet's name
English Language,Basic 5,Study Skills,What is the best way to remember what you read?,multiple_choice,a,Taking notes helps organize and remember important information.,medium,10,90,Take notes of important points,Read very fast,Read only once,Don't think about it
English Language,Basic 5,Study Skills,When is the best time to review your work?,multiple_choice,b,Regular review helps move information from short-term to long-term memory.,medium,10,90,Never,Soon after learning,Only before tests,Once a year
English Language,Basic 5,Study Skills,What should you do if you don't understand something?,multiple_choice,c,Asking for help shows responsibility and desire to learn.,medium,10,75,Give up,Ignore it,Ask for help,Pretend you understand
English Language,Basic 5,Study Skills,How can you improve your vocabulary?,multiple_choice,d,Reading exposes you to new words in context which helps vocabulary growth.,medium,10,90,Stop reading,Use only simple words,Avoid new words,Read more books
English Language,Basic 5,Study Skills,What is a good study habit?,multiple_choice,a,A quiet environment helps concentration and effective learning.,medium,10,90,Study in a quiet place,Study with loud music,Study while watching TV,Study lying down
English Language,Basic 5,Study Skills,How should you organize your notes?,multiple_choice,b,Clear organized notes are easier to review and understand later.,medium,10,90,Write everything down,Keep them neat and organized,Use no headings,Write very small
English Language,Basic 5,Study Skills,What helps you concentrate while studying?,multiple_choice,c,Removing distractions helps maintain focus on learning materials.,medium,10,90,Having many distractions,Thinking about other things,Removing distractions,Studying for many hours
English Language,Basic 5,Study Skills,Why is it important to ask questions in class?,multiple_choice,d,Questions help clarify understanding and show engagement with learning.,medium,10,120,To show off,To waste time,To confuse others,To understand better
English Language,Basic 5,Study Skills,What should you do before starting homework?,multiple_choice,a,Preparation and organization lead to more effective study sessions.,medium,10,90,Prepare your materials and workspace,Start immediately,Do it anywhere,Rush through it
English Language,Basic 5,Study Skills,How can you make reading more enjoyable?,multiple_choice,b,Choosing interesting books makes reading a pleasure rather than a chore.,medium,10,90,Read very fast,Choose books you find interesting,Only read short books,Avoid reading
