subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Mathematics,Basic 9,Circle Geometry,If the radius of a circle is 5 cm what is the length of an arc subtending 60° at the center?,multiple_choice,a,Arc length = (θ/360°) × 2πr = (60°/360°) × 2π(5) = (π × 5)/3 cm.,hard,15,90,5π/3 cm,10π/3 cm,5π cm,10π cm
Mathematics,Basic 9,Circle Geometry,What is the area of a sector with radius 6 cm and central angle 90°?,multiple_choice,b,Sector area = (θ/360°) × πr² = (90°/360°) × π(6²) = 9π cm².,medium,10,75,6π cm²,9π cm²,12π cm²,18π cm²
Mathematics,Basic 9,Circle Geometry,In a circle what is the relationship between a chord and the perpendicular from the center to the chord?,multiple_choice,c,The perpendicular from the center of a circle to a chord bisects the chord.,medium,10,60,They are equal,They are parallel,The perpendicular bisects the chord,They are perpendicular
Mathematics,Basic 9,Similarity and Congruence,Two triangles are similar if their corresponding angles are...,multiple_choice,a,Similar triangles have equal corresponding angles.,easy,10,45,Equal,Different,Supplementary,Complementary
Mathematics,Basic 9,Similarity and Congruence,If triangle ABC is similar to triangle DEF with ratio 2:3 and AB = 4 cm what is DE?,multiple_choice,c,If ratio is 2:3 then DE/AB = 3/2. So DE = (3/2) × 4 = 6 cm.,medium,10,75,2 cm,4 cm,6 cm,8 cm
Mathematics,Basic 9,Similarity and Congruence,Two triangles are congruent if they have...,multiple_choice,d,Congruent triangles have the same shape and size (all corresponding sides and angles are equal).,medium,10,60,Same angles only,Same sides only,Same area,Same shape and size
Mathematics,Basic 9,Similarity and Congruence,Which condition proves triangle congruence?,multiple_choice,b,SSS (Side-Side-Side) is one of the conditions that proves triangle congruence.,medium,10,60,AAA,SSS,AA,A single side
Mathematics,Basic 9,Similarity and Congruence,If two similar triangles have areas 16 cm² and 36 cm² what is the ratio of their corresponding sides?,multiple_choice,a,Ratio of areas = (ratio of sides)². So 16:36 = 4:9 means ratio of sides = 2:3.,hard,15,90,2:3,4:9,1:2,16:36
Mathematics,Basic 9,Locus,What is the locus of points equidistant from two fixed points A and B?,multiple_choice,c,The locus of points equidistant from two fixed points is the perpendicular bisector of the line segment joining them.,medium,10,75,A circle,A straight line through A and B,The perpendicular bisector of AB,A parabola
Mathematics,Basic 9,Locus,What is the locus of points at a fixed distance from a given point?,multiple_choice,a,The locus of points at a fixed distance from a given point is a circle with that point as center.,easy,10,60,A circle,A straight line,A parabola,An ellipse
Mathematics,Basic 9,Locus,What is the locus of points equidistant from two parallel lines?,multiple_choice,b,The locus is a straight line parallel to both given lines and halfway between them.,medium,10,75,A circle,A straight line parallel to both,A perpendicular line,A parabola
Mathematics,Basic 9,Locus,The locus of the center of a circle that rolls along a straight line is...,multiple_choice,c,As a circle rolls along a straight line its center traces a path parallel to that line.,medium,10,75,The same straight line,A circle,A line parallel to the given line,A parabola
Mathematics,Basic 9,Locus,What is the locus of the vertex of a right angle that moves such that its arms pass through two fixed points?,multiple_choice,d,This locus is a circle with the line segment joining the two fixed points as diameter.,hard,15,90,A straight line,A parabola,An ellipse,A circle
Mathematics,Basic 9,Construction,To construct the perpendicular bisector of a line segment you need...,multiple_choice,b,You need a compass and ruler to construct arcs from both endpoints and draw the line through their intersections.,medium,10,60,Only a ruler,A compass and ruler,Only a compass,A protractor
Mathematics,Basic 9,Construction,When constructing an angle of 60° you start by...,multiple_choice,a,Draw an arc from one arm then use the same radius to draw an arc from where the first arc meets the arm.,medium,10,75,Drawing an arc with any radius,Using a protractor,Drawing a right angle first,Measuring 60°
Mathematics,Basic 9,Construction,To construct a triangle given three sides (SSS) you...,multiple_choice,c,Draw one side then use compass to draw arcs with the other two lengths from each end to find the third vertex.,medium,10,90,Use a protractor,Measure all angles,Use compass arcs from two vertices,Draw three separate lines
Mathematics,Basic 9,Construction,The angle bisector of an angle divides it into...,multiple_choice,b,An angle bisector divides an angle into two equal parts.,easy,10,45,Three equal parts,Two equal parts,Four equal parts,Unequal parts
Mathematics,Basic 9,Construction,To construct a 45° angle you can...,multiple_choice,d,Construct a 90° angle then bisect it to get 45°.,medium,10,60,Use a protractor only,Draw any triangle,Construct 30° then add 15°,Bisect a 90° angle
Mathematics,Basic 9,Bearings,A bearing of 045° means the direction is...,multiple_choice,b,045° is measured clockwise from North which is Northeast.,medium,10,60,Due North,Northeast,Southeast,Due East
Mathematics,Basic 9,Bearings,What is the back bearing of 120°?,multiple_choice,c,Back bearing = original bearing ± 180°. So 120° + 180° = 300°.,medium,10,60,240°,280°,300°,320°
Mathematics,Basic 9,Bearings,If you travel on a bearing of 270° you are heading...,multiple_choice,a,270° is measured clockwise from North which is Due West.,easy,10,45,Due West,Due East,Due South,Due North
Mathematics,Basic 9,Bearings,The bearing from A to B is 060°. What is the bearing from B to A?,multiple_choice,d,The bearing from B to A is the back bearing: 060° + 180° = 240°.,medium,10,75,060°,120°,180°,240°
Mathematics,Basic 9,Bearings,A ship sails 5 km on bearing 090° then 3 km on bearing 180°. How far east of the starting point is it?,multiple_choice,c,090° is due east (5 km) and 180° is due south (no eastward movement). Total eastward = 5 km.,medium,10,90,3 km,4 km,5 km,8 km
Mathematics,Basic 9,Scale Drawing,On a map with scale 1:25000 a distance of 4 cm represents...,multiple_choice,d,Actual distance = 4 × 25000 = 100000 cm = 1000 m = 1 km.,medium,10,75,250 m,500 m,750 m,1 km
Mathematics,Basic 9,Scale Drawing,If the actual distance between two towns is 15 km what distance would this be on a 1:50000 scale map?,multiple_choice,b,Map distance = actual distance ÷ scale = 15 km ÷ 50000 = 1500000 cm ÷ 50000 = 30 cm.,medium,10,90,25 cm,30 cm,35 cm,40 cm
Mathematics,Basic 9,Scale Drawing,A model car is built to a scale of 1:24. If the model is 15 cm long what is the length of the actual car?,multiple_choice,c,Actual length = 15 × 24 = 360 cm = 3.6 m.,medium,10,75,2.4 m,3.0 m,3.6 m,4.2 m
Mathematics,Basic 9,Scale Drawing,On a scale drawing 1 cm represents 5 m. What area does 1 cm² represent?,multiple_choice,d,1 cm represents 5 m so 1 cm² represents 5 m × 5 m = 25 m².,medium,10,75,5 m²,10 m²,20 m²,25 m²
Mathematics,Basic 9,Scale Drawing,A rectangular field measures 8 cm by 6 cm on a 1:2000 scale plan. What is the actual area of the field?,multiple_choice,b,Actual dimensions: 8×2000 = 16000 cm = 160 m and 6×2000 = 12000 cm = 120 m. Area = 160×120 = 19200 m².,hard,15,120,18000 m²,19200 m²,20000 m²,21600 m²
Mathematics,Basic 9,Time and Distance,A car travels 240 km in 3 hours. What is its average speed?,multiple_choice,c,Average speed = distance ÷ time = 240 ÷ 3 = 80 km/h.,easy,10,45,60 km/h,70 km/h,80 km/h,90 km/h
Mathematics,Basic 9,Time and Distance,How long does it take to travel 150 km at an average speed of 50 km/h?,multiple_choice,b,Time = distance ÷ speed = 150 ÷ 50 = 3 hours.,easy,10,45,2 hours,3 hours,4 hours,5 hours
Mathematics,Basic 9,Time and Distance,A train leaves at 08:30 and arrives at 11:45. How long is the journey?,multiple_choice,c,From 08:30 to 11:45 is 3 hours 15 minutes.,easy,10,45,2 hours 45 minutes,3 hours,3 hours 15 minutes,3 hours 30 minutes
Mathematics,Basic 9,Time and Distance,If it takes 2.5 hours to travel 175 km what is the average speed?,multiple_choice,d,Average speed = 175 ÷ 2.5 = 70 km/h.,medium,10,60,60 km/h,65 km/h,68 km/h,70 km/h
Mathematics,Basic 9,Time and Distance,A cyclist travels the first 20 km at 15 km/h and the next 30 km at 20 km/h. What is the total time taken?,multiple_choice,a,Time for first part = 20÷15 = 4/3 hours. Time for second part = 30÷20 = 1.5 hours. Total = 4/3 + 1.5 = 2.83 hours ≈ 2 hours 50 minutes.,hard,15,120,2 hours 50 minutes,3 hours,3 hours 10 minutes,3 hours 20 minutes
Mathematics,Basic 9,Profit and Loss,An article is bought for GH¢ 80 and sold for GH¢ 100. What is the profit percentage?,multiple_choice,c,Profit = 100 - 80 = GH¢ 20. Profit % = (20/80) × 100% = 25%.,medium,10,75,20%,22%,25%,30%
Mathematics,Basic 9,Profit and Loss,If the cost price is GH¢ 150 and there is a loss of 20% what is the selling price?,multiple_choice,b,Loss = 20% of 150 = 30. Selling price = 150 - 30 = GH¢ 120.,medium,10,75,GH¢ 110,GH¢ 120,GH¢ 130,GH¢ 140
Mathematics,Basic 9,Profit and Loss,An item is sold at GH¢ 90 making a profit of 12.5%. What was the cost price?,multiple_choice,a,Let CP = x. Then x + 12.5% of x = 90. So 1.125x = 90 and x = 80.,medium,10,90,GH¢ 80,GH¢ 85,GH¢ 88,GH¢ 90
Mathematics,Basic 9,Profit and Loss,If the marked price is GH¢ 200 and a discount of 15% is given what is the selling price?,multiple_choice,c,Discount = 15% of 200 = 30. Selling price = 200 - 30 = GH¢ 170.,easy,10,60,GH¢ 160,GH¢ 165,GH¢ 170,GH¢ 175
Mathematics,Basic 9,Profit and Loss,A shopkeeper buys goods for GH¢ 500 and wants to make a profit of 30%. At what price should he sell?,multiple_choice,d,Selling price = Cost price + Profit = 500 + 30% of 500 = 500 + 150 = GH¢ 650.,medium,10,60,GH¢ 600,GH¢ 620,GH¢ 630,GH¢ 650
Mathematics,Basic 9,Compound Interest,Find the compound interest on GH¢ 1000 at 10% per annum for 2 years.,multiple_choice,b,Amount = P(1 + r/100)ⁿ = 1000(1.1)² = 1000 × 1.21 = 1210. CI = 1210 - 1000 = GH¢ 210.,medium,10,90,GH¢ 200,GH¢ 210,GH¢ 220,GH¢ 230
Mathematics,Basic 9,Compound Interest,What is the difference between compound interest and simple interest on GH¢ 800 at 5% for 2 years?,multiple_choice,a,SI = (800×5×2)/100 = 80. CI = 800(1.05)² - 800 = 882 - 800 = 82. Difference = 82 - 80 = GH¢ 2.,medium,10,120,GH¢ 2,GH¢ 3,GH¢ 4,GH¢ 5
Mathematics,Basic 9,Compound Interest,At what rate percent compound interest will GH¢ 2000 amount to GH¢ 2420 in 2 years?,multiple_choice,c,2420 = 2000(1 + r/100)². So (1 + r/100)² = 1.21 = (1.1)². Therefore r = 10%.,hard,15,120,8%,9%,10%,12%
Mathematics,Basic 9,Compound Interest,Find the amount when GH¢ 1500 is invested at 8% compound interest for 3 years.,multiple_choice,d,Amount = 1500(1.08)³ = 1500 × 1.259712 = GH¢ 1889.57 ≈ GH¢ 1890.,hard,15,120,GH¢ 1800,GH¢ 1850,GH¢ 1880,GH¢ 1890
Mathematics,Basic 9,Compound Interest,If GH¢ 5000 becomes GH¢ 5832 in 2 years at compound interest what is the rate percent?,multiple_choice,b,5832 = 5000(1 + r/100)². So (1 + r/100)² = 1.1664 = (1.08)². Therefore r = 8%.,hard,15,120,7%,8%,9%,10%
Mathematics,Basic 9,Number Patterns,What is the next number in the sequence: 1 4 9 16 25 ...?,multiple_choice,c,These are perfect squares: 1² 2² 3² 4² 5² ... Next is 6² = 36.,medium,10,60,30,32,36,49
Mathematics,Basic 9,Number Patterns,Find the nth term of the sequence: 3 7 11 15 ...,multiple_choice,b,This is arithmetic with first term 3 and common difference 4. nth term = 3 + (n-1)×4 = 4n - 1.,medium,10,75,4n + 3,4n - 1,3n + 4,n + 3
Mathematics,Basic 9,Number Patterns,What is the sum of the first 10 odd numbers?,multiple_choice,d,The sum of the first n odd numbers is n². So sum of first 10 odd numbers = 10² = 100.,medium,10,75,90,95,99,100
Mathematics,Basic 9,Number Patterns,In the Fibonacci sequence 1 1 2 3 5 8 ... what is the next term?,multiple_choice,c,Each term is the sum of the two preceding terms: 5 + 8 = 13.,easy,10,45,10,11,13,15
Mathematics,Basic 9,Number Patterns,What is the 8th triangular number?,multiple_choice,b,The nth triangular number is n(n+1)/2. So 8th triangular number = 8×9/2 = 36.,medium,10,75,28,36,45,56
Mathematics,Basic 9,Modular Arithmetic,What is 17 mod 5?,multiple_choice,c,17 ÷ 5 = 3 remainder 2. So 17 mod 5 = 2.,medium,10,60,0,1,2,3
Mathematics,Basic 9,Modular Arithmetic,If today is Wednesday what day will it be in 100 days?,multiple_choice,a,100 mod 7 = 2 (since 100 = 14×7 + 2). So it will be 2 days after Wednesday = Friday.,medium,10,90,Friday,Saturday,Sunday,Monday
Mathematics,Basic 9,Modular Arithmetic,What is (23 + 45) mod 8?,multiple_choice,d,23 + 45 = 68. 68 mod 8 = 4 (since 68 = 8×8 + 4).,medium,10,75,0,2,3,4
Mathematics,Basic 9,Modular Arithmetic,Find x if 3x ≡ 1 (mod 7),multiple_choice,c,We need 3x to give remainder 1 when divided by 7. Testing: 3×5 = 15 ≡ 1 (mod 7).,hard,15,90,2,3,5,6
Mathematics,Basic 9,Modular Arithmetic,What is 2⁵ mod 3?,multiple_choice,b,2⁵ = 32. 32 mod 3 = 2 (since 32 = 10×3 + 2).,medium,10,60,0,2,1,3
Mathematics,Basic 9,Logic and Reasoning,If all cats are animals and Fluffy is a cat then...,multiple_choice,a,This is a valid logical deduction: Fluffy must be an animal.,easy,10,45,Fluffy is an animal,Fluffy is not an animal,All animals are cats,Some animals are not cats
Mathematics,Basic 9,Logic and Reasoning,The contrapositive of 'If p then q' is...,multiple_choice,c,The contrapositive of 'If p then q' is 'If not q then not p'.,medium,10,75,If q then p,If not p then not q,If not q then not p,If p then not q
Mathematics,Basic 9,Logic and Reasoning,Which statement is logically equivalent to 'All birds can fly'?,multiple_choice,b,The contrapositive 'If something cannot fly then it is not a bird' is logically equivalent.,medium,10,90,Some birds cannot fly,If something cannot fly then it is not a bird,No birds can fly,If something can fly then it is a bird
Mathematics,Basic 9,Logic and Reasoning,In the statement 'If it rains then the ground is wet' what is the hypothesis?,multiple_choice,a,In 'If p then q' the hypothesis is p. Here the hypothesis is 'it rains'.,medium,10,60,It rains,The ground is wet,It doesn't rain,The ground is dry
Mathematics,Basic 9,Logic and Reasoning,What is the negation of 'Some students passed the exam'?,multiple_choice,d,The negation of 'Some students passed' is 'No students passed' (or equivalently 'All students failed').,medium,10,75,All students passed,Most students passed,Few students passed,No students passed
Mathematics,Basic 9,Problem Solving,A farmer has chickens and cows. If there are 20 heads and 56 legs how many chickens are there?,multiple_choice,c,Let c = chickens r = cows. Then c + r = 20 and 2c + 4r = 56. Solving: r = 8 so c = 12.,hard,15,120,8,10,12,14
Mathematics,Basic 9,Problem Solving,The sum of three consecutive integers is 48. What is the middle integer?,multiple_choice,b,Let the integers be n n+1 n+2. Then n + (n+1) + (n+2) = 48. So 3n + 3 = 48 and n = 15. Middle integer = 16.,medium,10,90,15,16,17,18
Mathematics,Basic 9,Problem Solving,A rectangular garden is 3 times as long as it is wide. If the perimeter is 48 m what is the width?,multiple_choice,a,Let width = w then length = 3w. Perimeter = 2(w + 3w) = 8w = 48. So w = 6 m.,medium,10,90,6 m,8 m,12 m,18 m
Mathematics,Basic 9,Problem Solving,In a class of 30 students 18 study French and 20 study Spanish. How many study both subjects?,multiple_choice,c,Using n(F ∪ S) = n(F) + n(S) - n(F ∩ S): 30 = 18 + 20 - n(F ∩ S). So n(F ∩ S) = 8.,medium,10,90,6,7,8,10
Mathematics,Basic 9,Problem Solving,A clock shows 3:15. What is the angle between the hour and minute hands?,multiple_choice,d,At 3:15 minute hand is at 3 (90°) and hour hand is at 3.25 (97.5°). Angle = |97.5° - 90°| = 7.5°.,hard,15,120,0°,5°,6°,7.5°
Mathematics,Basic 9,Mixed Review,Simplify: √(64) + 3² - 2³,multiple_choice,b,√64 = 8 3² = 9 2³ = 8. So 8 + 9 - 8 = 9.,medium,10,60,8,9,10,17
Mathematics,Basic 9,Mixed Review,If x = -2 what is the value of x³ - 2x² + x - 1?,multiple_choice,a,(-2)³ - 2(-2)² + (-2) - 1 = -8 - 8 - 2 - 1 = -19.,medium,10,75,-19,-15,-11,-7
Mathematics,Basic 9,Mixed Review,What is 25% of 40% of 200?,multiple_choice,c,40% of 200 = 80. Then 25% of 80 = 20.,medium,10,60,15,18,20,25
Mathematics,Basic 9,Mixed Review,Solve: |2x - 6| = 8,multiple_choice,d,2x - 6 = 8 or 2x - 6 = -8. So x = 7 or x = -1.,hard,15,90,x = 1 or x = 5,x = 2 or x = 4,x = 3 or x = 6,x = 7 or x = -1
Mathematics,Basic 9,Mixed Review,If log₂ 8 = x what is the value of x?,multiple_choice,c,log₂ 8 = x means 2ˣ = 8. Since 2³ = 8 x = 3.,medium,10,60,2,2.5,3,8
